Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold, Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue
Domestic,4/4/2023,102,2341093,ORD,El Paso International Airport,2470,ELP,800,212,5:30 AM,176,0,FALSE,1235,1,9:26 AM,4/4/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,172,1093,11,Chicago International Airport,59,El Paso,2279,-6,13,69,159208.74874999997,153110.38575000007,14103.343499999997
Domestic,4/4/2023,100,2371096,ELP,Chicago International Airport,2470,ORD,862,505,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,4/4/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,175,1096,11,El Paso International Airport,64,Chicago,1666,2,4,86,164607.51675,172440.12962499997,22028.40625
Domestic,4/4/2023,88,2311099,ATL,El Paso International Airport,2560,ELP,1186,186,5:30 AM,181,0,FALSE,1280,2,10:31 AM,4/4/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,146,1099,15,Hartsfield-Jackson Atlanta International Airport,43,El Paso,1981,0,7,61,301238.4657500001,109023.03737500001,52284.00825
Domestic,4/4/2023,98,2341102,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1062,121,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,4/4/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,148,1102,10,El Paso International Airport,40,Atlanta,2874,3,0,74,213893.06075000006,201885.9285,46657.25499999999
Domestic,4/4/2023,93,2371105,JFK,El Paso International Airport,3806,ELP,660,234,5:30 AM,256,0,FALSE,1903,2,11:46 AM,4/4/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,166,1105,12,John F. Kennedy International Airport,61,El Paso,2875,0,26,82,364545.2914999999,210883.34150000004,60299.69675
Domestic,4/4/2023,89,2311108,ELP,John F. Kennedy International Airport,3806,JFK,1072,313,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,4/4/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,154,1108,9,El Paso International Airport,56,New York,3456,0,5,95,274989.6059999999,123352.69706249997,50666.370500000005
Domestic,4/4/2023,92,2341111,BOS,El Paso International Airport,4128,ELP,933,510,5:30 AM,275,0,FALSE,2064,2,12:05 PM,4/4/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,154,1111,15,Boston Logan International Airport,47,El Paso,1863,5,7,92,392505.2215000001,115227.2121875,39510.599625
Domestic,4/4/2023,95,2371114,ELP,Logan International Airport,4128,BOS,787,147,5:30 AM,275,0,TRUE,2064,2,12:05 PM,4/4/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,145,1114,8,El Paso International Airport,42,Boston,2244,0,11,60,140305.4725,239426.17362500002,48269.18693750001
Domestic,4/4/2023,98,2311117,LAS,El Paso International Airport,1164,ELP,1051,549,5:30 AM,97,0,FALSE,582,-1,6:07 AM,4/4/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,163,1117,13,Harry Reid International Airport,52,El Paso,1539,-4,3,74,124556.86987499997,122992.80012499994,59702.04743750005
Domestic,4/4/2023,104,2341120,ELP,Harry Reid International Airport,1164,LAS,923,268,5:30 AM,97,0,TRUE,582,1,8:07 AM,4/4/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,174,1120,9,El Paso International Airport,61,Las Vegas,2929,2,10,103,467513.5765000002,170304.07125000004,27810.047500000008
International,4/4/2023,93,2371123,LHR,El Paso International Airport,15444,ELP,5180,1069,5:30 AM,645,13,FALSE,5148,7,11:15 PM,4/4/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,150,1123,8,Heathrow Airport,49,El Paso,7933,2,26,82,174436.9695,172697.94212500006,64793.686500000025
International,4/4/2023,102,2311126,ELP,Heathrow Airport,15444,LHR,5495,1359,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,4/4/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,172,1126,14,El Paso International Airport,56,London,6193,0,7,65,188255.74624999997,148631.58700000006,29194.538312500008
International,4/4/2023,95,2341129,MEX,Abraham Gonzalez International Airport,2871,CJS,5126,970,5:30 AM,142,3,FALSE,957,1,8:52 AM,4/4/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,147,1129,11,Aeropuerto Internacional Benito Juarez,41,Juarez,10509,0,0,111,350476.0247500001,51961.57800000003,31805.395374999993
International,4/4/2023,87,2371132,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,5071,912,5:30 AM,142,3,FALSE,957,-1,6:52 AM,4/4/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,155,1132,11,Abraham Gonzalez International Airport,57,Ciudad de Mexico,8762,1,0,85,214432.2625,68369.22350000001,46262.14925
Domestic,4/4/2023,96,2311135,LAX,Orlando International Airport,3854,ORL,754,450,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,4/4/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,165,1135,13,Los Angeles International Airport,56,Orlando,2483,2,6,71,106282.50525000003,114867.56325,147638.81762499997
Domestic,4/4/2023,100,2341138,ORL,Los Angeles International Airport,3854,LAX,920,231,5:30 AM,281,0,TRUE,1927,3,1:11 PM,4/4/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,172,1138,13,Orlando International Airport,59,Los Angeles,1266,0,20,66,231314.94687500014,235245.66231249998,24838.367312499995
Domestic,4/4/2023,89,2371141,LAX,Logan International Airport,4538,BOS,665,208,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,4/4/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,158,1141,13,Los Angeles International Airport,56,Boston,1442,4,18,89,310748.7752499999,175640.1389999999,14818.086249999995
Domestic,4/4/2023,99,2311144,BOS,Los Angeles International Airport,4538,LAX,657,188,5:30 AM,326,0,TRUE,2269,3,1:56 PM,4/4/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,162,1144,11,Boston Logan International Airport,52,Los Angeles,2404,0,4,72,258432.6417500001,124912.79843750001,67201.92718749997
International,4/4/2023,91,2341147,CUN,El Paso International Airport,3687,ELP,4285,1026,5:30 AM,190,4,FALSE,1229,2,10:40 AM,4/4/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,154,1147,12,Cancun International Airport,51,El Paso,11831,0,9,118,188034.71312499992,145485.02175000004,36916.174999999996
International,4/4/2023,88,2371150,ELP,Cancun International Airport,3687,CUN,2886,1064,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,4/4/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,142,1150,11,El Paso International Airport,43,Cancun,7848,4,8,69,113326.07649999997,121299.01325000002,40465.31700000001
International,4/4/2023,91,2311153,YYZ,El Paso International Airport,4347,ELP,2841,592,5:30 AM,219,4,FALSE,1449,2,11:09 AM,4/4/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,162,1153,10,Toronto Pearson International Airport,61,El Paso,10487,-4,2,69,202820.9649999999,184614.04275000002,93748.13068750003
International,4/4/2023,88,2341156,ELP,Toronto Pearson International Airport,4347,YYZ,5145,1033,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,4/4/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,159,1156,9,El Paso International Airport,62,Toronto,7371,0,5,70,380184.8764999999,91896.39150000003,75484.942125
International,4/5/2023,88,2371159,CDG,El Paso International Airport,13986,ELP,5043,1182,5:30 AM,639,12,FALSE,4662,8,12:09 AM,4/4/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,147,1159,14,Paris Charles de Gaulle Airport,45,El Paso,9049,0,8,84,290440.3401250001,100507.68324999997,54633.78375000001
International,4/4/2023,101,2311162,ELP,Paris Charles de Gaulle Airport,13986,CDG,4798,1111,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,4/4/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,166,1162,15,El Paso International Airport,50,Paris,8099,1,2,74,273700.78224999993,159590.06250000003,107066.86943749999
International,4/5/2023,93,2341165,HND,El Paso International Airport,15966,ELP,5138,591,5:30 AM,725,14,FALSE,5322,16,9:35 AM,4/4/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,163,1165,9,Tokyo Haneda Airport,61,El Paso,10102,0,0,93,147473.45237500002,135422.49774999995,72112.11293749996
International,4/4/2023,95,2371168,ELP,Tokyo Haneda Airport,15966,HND,4340,906,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,4/4/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,156,1168,13,El Paso International Airport,48,Tokyo,11848,1,8,76,174695.957,85086.48662500002,86562.61275000006
Domestic,4/5/2023,104,2311171,DFW,El Paso International Airport,1102,ELP,1153,524,5:30 AM,94,0,FALSE,551,1,8:04 AM,4/5/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,171,1171,9,Dallas/Ft. Worth International Airport,58,El Paso,2388,0,15,71,273676.69125,108612.84850000004,45307.422249999996
Domestic,4/5/2023,104,2341174,ELP,Dallas/Ft. Worth International Airport,1102,DFW,750,417,5:30 AM,94,0,TRUE,551,-1,6:04 AM,4/5/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,174,1174,8,El Paso International Airport,62,Dallas,1430,0,13,85,289717.47225,172763.28787499998,64967.73987500002
Domestic,4/5/2023,98,2371177,LAX,El Paso International Airport,1428,ELP,604,125,5:30 AM,113,0,FALSE,714,-1,6:23 AM,4/5/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,156,1177,15,Los Angeles International Airport,43,El Paso,1770,0,3,67,261221.9817500001,108026.716875,17353.143625
Domestic,4/5/2023,91,2311180,ELP,Los Angeles International Airport,1428,LAX,919,223,5:30 AM,113,0,TRUE,714,1,8:23 AM,4/5/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,140,1180,8,El Paso International Airport,41,Los Angeles,2351,-3,4,71,137566.05599999998,171340.38925000007,64858.633562500036
Domestic,4/5/2023,97,2341183,ORD,El Paso International Airport,2470,ELP,1138,431,5:30 AM,176,0,FALSE,1235,1,9:26 AM,4/5/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,160,1183,10,Chicago International Airport,53,El Paso,2742,0,9,86,181518.3875,149106.8793124999,56688.12224999999
Domestic,4/5/2023,96,2371186,ELP,Chicago International Airport,2470,ORD,698,500,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,4/5/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,156,1186,15,El Paso International Airport,45,Chicago,2776,0,6,79,339405.3337500001,126928.08787499994,38864.73849999999
Domestic,4/5/2023,94,2311189,ATL,El Paso International Airport,2560,ELP,931,136,5:30 AM,181,0,FALSE,1280,2,10:31 AM,4/5/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,156,1189,8,Hartsfield-Jackson Atlanta International Airport,54,El Paso,1771,0,17,76,273472.10699999996,123352.96706249993,99427.47612500002
Domestic,4/5/2023,92,2341192,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1091,500,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,4/5/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,159,1192,11,El Paso International Airport,56,Atlanta,2120,-3,10,88,142564.1765,132879.38987499988,44550.72850000001
Domestic,4/5/2023,101,2371195,JFK,El Paso International Airport,3806,ELP,763,365,5:30 AM,256,0,FALSE,1903,2,11:46 AM,4/5/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,156,1195,14,John F. Kennedy International Airport,41,El Paso,2812,-3,0,83,242836.9524999998,178698.3155,38639.049125000005
Domestic,4/5/2023,101,2311198,ELP,John F. Kennedy International Airport,3806,JFK,1178,400,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,4/5/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,173,1198,13,El Paso International Airport,59,New York,2889,0,16,78,126834.14924999999,67736.22318750001,58111.01243750003
Domestic,4/5/2023,94,2341201,BOS,El Paso International Airport,4128,ELP,1027,273,5:30 AM,275,0,FALSE,2064,2,12:05 PM,4/5/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,161,1201,14,Boston Logan International Airport,53,El Paso,2109,0,10,85,159359.37074999997,123518.20225,27575.167999999998
Domestic,4/5/2023,91,2371204,ELP,Logan International Airport,4128,BOS,1075,156,5:30 AM,275,0,TRUE,2064,2,12:05 PM,4/5/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,151,1204,11,El Paso International Airport,49,Boston,2159,0,6,60,113539.94975000003,87263.33793749998,67600.62837500001
Domestic,4/5/2023,98,2311207,LAS,El Paso International Airport,1164,ELP,620,355,5:30 AM,97,0,FALSE,582,-1,6:07 AM,4/5/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,167,1207,9,Harry Reid International Airport,60,El Paso,1486,0,0,83,1221766.2981250002,778464.1813749998,228775.10025000013
Domestic,4/5/2023,85,2341210,ELP,Harry Reid International Airport,1164,LAS,964,176,5:30 AM,97,0,TRUE,582,1,8:07 AM,4/5/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,159,1210,11,El Paso International Airport,63,Las Vegas,2189,0,1,71,502553.55400000024,900768.4284375003,69988.94249999998
International,4/5/2023,85,2371213,LHR,El Paso International Airport,15444,ELP,3571,775,5:30 AM,645,13,FALSE,5148,7,11:15 PM,4/5/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,147,1213,13,Heathrow Airport,49,El Paso,7342,0,5,67,588988.8368750002,719801.4804374996,247457.87674999994
International,4/5/2023,96,2311216,ELP,Heathrow Airport,15444,LHR,2982,1272,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,4/5/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,163,1216,10,El Paso International Airport,57,London,9918,0,9,67,509281.8175000001,405753.81506249995,217318.69606249995
International,4/5/2023,91,2341219,MEX,Abraham Gonzalez International Airport,2871,CJS,5072,931,5:30 AM,142,3,FALSE,957,1,8:52 AM,4/5/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,145,1219,12,Aeropuerto Internacional Benito Juarez,42,Juarez,6589,0,6,80,552757.8116249999,453711.56718749984,169660.25412500004
International,4/5/2023,90,2371222,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4471,706,5:30 AM,142,3,FALSE,957,-1,6:52 AM,4/5/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,159,1222,15,Abraham Gonzalez International Airport,54,Ciudad de Mexico,7480,2,0,63,502336.6253749998,758774.2373125,173346.4065000001
Domestic,4/5/2023,95,2311225,LAX,Orlando International Airport,3854,ORL,897,279,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,4/5/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,169,1225,13,Los Angeles International Airport,61,Orlando,2221,0,4,74,704745.122,476872.4045,95786.39768750002
Domestic,4/5/2023,104,2341228,ORL,Los Angeles International Airport,3854,LAX,1020,344,5:30 AM,281,0,TRUE,1927,3,1:11 PM,4/5/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,161,1228,9,Orlando International Airport,48,Los Angeles,2541,0,0,66,517538.2038749999,629855.665,164332.00612500004
Domestic,4/5/2023,101,2371231,LAX,Logan International Airport,4538,BOS,919,276,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,4/5/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,169,1231,15,Los Angeles International Airport,53,Boston,2944,0,2,78,551826.4980000004,646128.4697499997,154125.86468750017
Domestic,4/5/2023,99,2311234,BOS,Los Angeles International Airport,4538,LAX,916,191,5:30 AM,326,0,TRUE,2269,3,1:56 PM,4/5/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,177,1234,14,Boston Logan International Airport,64,Los Angeles,2544,0,3,66,294636.213375,531377.4469375,234085.89081250003
International,4/5/2023,97,2341237,CUN,El Paso International Airport,3687,ELP,3831,902,5:30 AM,190,4,FALSE,1229,2,10:40 AM,4/5/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,161,1237,12,Cancun International Airport,52,El Paso,5401,1,0,74,644698.902875,745316.2667500002,189699.31731250003
International,4/5/2023,97,2371240,ELP,Cancun International Airport,3687,CUN,5132,863,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,4/5/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,161,1240,9,El Paso International Airport,55,Cancun,5353,2,4,87,325168.39299999987,399808.1606875,179592.81287499997
International,4/5/2023,91,2311243,YYZ,El Paso International Airport,4347,ELP,4716,1083,5:30 AM,219,4,FALSE,1449,2,11:09 AM,4/5/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,145,1243,13,Toronto Pearson International Airport,41,El Paso,5844,-6,6,88,327695.38775,111192.78650000005,17275.382000000005
International,4/5/2023,86,2341246,ELP,Toronto Pearson International Airport,4347,YYZ,3687,904,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,4/5/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,154,1246,9,El Paso International Airport,59,Toronto,11278,0,3,80,95854.46912499997,175381.55837499996,19269.87450000001
International,4/6/2023,97,2371249,CDG,El Paso International Airport,13986,ELP,2865,801,5:30 AM,639,12,FALSE,4662,8,12:09 AM,4/5/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,167,1249,10,Paris Charles de Gaulle Airport,60,El Paso,7541,0,35,91,74588.108,197466.7051250001,30512.64756250001
International,4/5/2023,104,2311252,ELP,Paris Charles de Gaulle Airport,13986,CDG,5214,1090,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,4/5/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,152,1252,8,El Paso International Airport,40,Paris,8034,3,7,81,296753.82025,107968.99399999995,50105.92431250001
International,4/6/2023,90,2341255,HND,El Paso International Airport,15966,ELP,5486,930,5:30 AM,725,14,FALSE,5322,16,9:35 AM,4/5/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,140,1255,9,Tokyo Haneda Airport,41,El Paso,3462,0,4,80,238568.2745,81523.12175000005,88940.75149999998
International,4/5/2023,88,2371258,ELP,Tokyo Haneda Airport,15966,HND,3796,920,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,4/5/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,144,1258,13,El Paso International Airport,43,Tokyo,9871,0,5,103,208177.85674999992,136727.17850000007,87838.43949999993
Domestic,4/6/2023,85,2311261,DFW,El Paso International Airport,1102,ELP,1086,152,5:30 AM,94,0,FALSE,551,1,8:04 AM,4/6/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,159,1261,11,Dallas/Ft. Worth International Airport,63,El Paso,2291,0,0,89,233109.90375,172261.5070625,32458.279499999986
Domestic,4/6/2023,97,2341264,ELP,Dallas/Ft. Worth International Airport,1102,DFW,772,429,5:30 AM,94,0,TRUE,551,-1,6:04 AM,4/6/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,147,1264,10,El Paso International Airport,40,Dallas,1748,2,6,59,187255.17774999997,113979.46274999998,69015.02975000002
Domestic,4/6/2023,99,2371267,LAX,El Paso International Airport,1428,ELP,818,151,5:30 AM,113,0,FALSE,714,-1,6:23 AM,4/6/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,172,1267,9,Los Angeles International Airport,64,El Paso,1727,0,8,85,344700.76824999996,116137.2599375,26683.937499999996
Domestic,4/6/2023,102,2311270,ELP,Los Angeles International Airport,1428,LAX,996,428,5:30 AM,113,0,TRUE,714,1,8:23 AM,4/6/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,172,1270,15,El Paso International Airport,55,Los Angeles,1476,-3,2,87,264910.1439999999,55248.606625,93083.34075000002
Domestic,4/6/2023,90,2341273,ORD,El Paso International Airport,2470,ELP,891,495,5:30 AM,176,0,FALSE,1235,1,9:26 AM,4/6/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,149,1273,9,Chicago International Airport,50,El Paso,2655,4,9,95,153738.65900000007,158967.69006249995,62925.342249999965
Domestic,4/6/2023,100,2371276,ELP,Chicago International Airport,2470,ORD,649,417,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,4/6/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,175,1276,11,El Paso International Airport,64,Chicago,2392,0,6,66,252797.73625000002,108171.7567500001,42047.191
Domestic,4/6/2023,102,2311279,ATL,El Paso International Airport,2560,ELP,1081,152,5:30 AM,181,0,FALSE,1280,2,10:31 AM,4/6/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,160,1279,12,Hartsfield-Jackson Atlanta International Airport,46,El Paso,2937,0,1,75,597976.5017499998,877441.3329374995,147490.79587499998
